Poem,Number of Versus,Poet,Century,Label,Type,Metre
ومليح قد خط بالثغر ميماً ومن العارضين قد خط لاما خاف من سيف مقلتيه على الخد فأضحى عليه يفرغ لاما لي من اللام وهي لامة حرب أهبة في دفاع من فيه لاما,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",أبو المحاسن الكربلائي,العراق,قصائد غزل,عموديه,بحر الخفيف
في حسن وجهك ساطع البرهانان ليس مثلك في الملاحة ثانيحازت معانيك الحسان غرائباببديعها حيرت كل بيانأشكو إليك وأنت تعلم صبوتيشوقاً يبرح بالمشوق العانياعطيت ما شاء الهوى حسناً فهلتعطى الهوى ما شاء من احساناعلنت حبك غير ان سريرةاخفيتها جلت عن الأعلانلولا المحبة ما عرفت حقيقةلعلاقة الأرواح في الأبداناما قلوب العاشقين فامةما ان ترى لسواك من سلطانلا ظل إلا في حماك ولا روىالا غدير نداك للظمآنمن كان يطربه النسيم إذا سرىمن أرض نجد أوربى نعمانفأنا الذي اصبو لذكرك انهيذكو بروح القدس والريحانيا ليلة الميلاد قد بشرتنابنجاح آمال لنا وامانواضاءت الدنيا بطلعة ابلجلبست به الدنيا ثياب تهانطوبى لشعبان ويا بشرى لهفلقد تجلى النور في شعبانالسبط والمهدي فيه اشرقاقمرين دون سناهما القمراناليوم اعلام النبوة قد بدتاثارها وتمثلت لعيانصدق الأله نبيه ونبيهقد جاءنا باصدق والتبيانالفاطمي الدب يملا أرضهاقسطا وعدلا قائم الأركانبدر كمثل رجال بدر جيشهلكنهم شهب على الأقرانالله يجمع شملهم في ليلةفسواء القاصي بها والدانييدعوهم الروح الأمين وانهنعم الأمين لدعوة الأيمانيأتى لنصرته المسيح مؤازراًوهو الدليل على عظيم الشاننفسي الفداء لناصر مستنقذدين الهدى من مبدعي الأديانتحيي به سنن النبي محمدبعد المماة وشرعة الفرقانوبمهد الدين الحنيف مشيداما أسس الآباء من بنيانوالرعب يقدم جيشه مستهزماأعداءه بالخوف والخذلانما أمة تبقى ولا ذو سلطةإلا يدين لمنقذ الأوطانيدعو صليل حسامه بيمينهجاء الهزبر مجدل الشجعانفي صولة الكرار حيدر جدهوشجاعة السبط الكريم الثانيهذا انقلاب حكومة الحق الذيتقضى شرائعه على التيجانيا دولة الأمجاد من عمرو العلىوحكومة الأشراف من عدنانهي دولة العز المنيعة جانبالكيانها شرف على كيوانفالحق ابلج واضح منهاجهوالعدل منشور بكل مكانيا غائباً ما غاب فيض وجودهفالكون منه بنعمة وامانطال انتظارك والعيون شواخصترنو إليك قريحة الاجفانضاقت بنا الأرض الوساع فمالنابالخطب يا كهف المروع يدانجار القوي على الضعيف فلا حمىمن جور أهل البغي والعدوانوإلى الأثير تصاعدت أنفاسنافتساقطت شهباً من النيرانوجنوا علينا واجتنوا من غرسناثمراً فبعداً للاثيم الجانيزعموا محالا ما نقول وانههو ثالث العنقاء والغيلانولنا يقين ان ذلك كائنآت قريب عهده المتداني,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 40</p>",أبو المحاسن الكربلائي,العراق,قصائد غزل,عموديه,بحر الكامل
سكر الصبا هز قدود الحسانام الصبا مالت باغصان بانجلوا رياض الحسن عن أوجههن سواء ورياض الجنانفالوجنة الورد واجفانهاالنرجس والمبتسم الاقحوانيا من رأى من قبلها جنةيصلى جحيم الشوق منها الجنانمن كل ريا الردف ظمأى الحشاصامتة الخلخال بكر حصانقد ضمنت اعينها فتنتيوما عليها في دمي من ضمانيا سعد أيام الصبا خلسةيسعد فيها كل طلق العنانفاغنم لذيذ العيش واشرب علىنبت عذار الحب بنت الدنانشقيق حسن قده رمحهولحظه منه مكان السناناهيف يثني الدل اعطافهوماله في ترف الحسن ثانومن معاني اللطف في خدهكل بديع حار فيه البياناضحى الهوى فني لما غداله بانواع الجمال افتنانوبابلي الطرف اجفانهعن سحر هاروت بها ترجمانإذا مشى ارتج كثيب النفاوفوقه من شعره ارقمانورب ليل بت اجني بهمن روضة الوصل ثمار الأمانغاب رقيبي ولها عاذليعني فبتنا منهما في أمانيسعى بشمس الراح بدر الدجىقد قرنا في اللهو أحلى قرانيزيدها الساقي بالحاظهسكرا فلحاسي بها نشوتانلله ما أحسنها ليلةبأن بها أنسي والهم بانكأنها من حسن إقبالهاليلة عرسنجل سمى المصطفى المرتضىقولا وفعلا بالحجا يقرنانمحقق تلقى به المرتضىحيا مفيداً ظاهرا بالعيانالعالم البحر الذي قد روتفي الفضل عنه فضلاء الزمانسام كريم الذكر قد حل منذرى المعالي الشم اعلى مكانبحر ندى تطفح أمواجهبالبر والمعروف والأمتنانذو القلم الأعلى الذي ان جرىزان بدر اللفظ لوح البيانبين الخفيات وايضاحهامقدار ان يمسكه بالبنانملؤ جفون الناس شمس الهدىوملؤ أجفان الضيوف الجفانقال له الله وارشد بهكن علماً بين البرايا فكانفقام بالشرع واحكامهفاستعصمت منه بعض يمانيستعذب المدح لساني لهوربما مدح يمر اللسانبدر رفيع السناوابناه في أوج العلا فرقدانهذا علي المستهل الندىاصبح والجود رضيعي لبانما فيه منعيب سوى انهله ولوع بالعلا وافتتانخلق وخلق حسنا بهجةما أحسن الوصفين إذ يجمعان,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 35</p>",أبو المحاسن الكربلائي,العراق,قصائد غزل,عموديه,بحر السريع
بدا واماط عن بدر المحيارشا في كفه شمس الحمياواحيا ميت الاشواق لماادار الكأس مصطبحا وحياموردة إذا الساقي جلاهاشممت لها كنشر المسك رياإذا ما لاح برق من سناهالنا عاد الدجى حباباً لؤلؤيافكم قذفت نجوم الكاس منهالهم القلب شيطانا غوياوما صرعتني الصهباء لكناعانته لواحظه عليافيا لله اهيف ذو قواميميس فيخجل الغصن الروياغضيض الطرف تنفث مقلتاهلأهل الحب سحراً بابليااقبل مذ اقبل منه خداعقيقيا وثغراً جوهريااغار من النسيم إذا ثناهوجاذب منه وشياً عبقريافلا ودلاله ما الحتف الاإذا هز القوام السمهرياإذا ما رام يرمي عاشقيهيسدد من حواجبه القسياوما حمل السلاح سوى جفونيفل بها الحسام المشرفياتساوى مذهبي وهواي فيهفصرت كما تراني جعفريااقول لعاذل ولع بلوميلقد أسمعت لو ناديت حياالا لا تعذل الدنف الشجياوبت مما يكايده خلياارامي مهجتي بالله خفضفان السهم قد قتل الرمياجنت عيني الهوى فلاي ذنبتعاقب بالجوى قلبا بريااعيذك من جوى قلب خفوقبنيران الهوى يصلى صلياابيت بمهجة حرى وجفنتقسم للفراقد والثرياويظمأ في الهوى العذري جفنيإلى نهل الكرى وتبيت ريا,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 21</p>",أبو المحاسن الكربلائي,العراق,قصائد غزل,عموديه,بحر الوافر
طلعت زهر تهانيهافحما الهم تجليهابالفتى الميمون طائرهسر دانيها وقاصيهاجاءت البشرى بمولدهللمعالي في أمانيهايا أبا المهدي تهنئةحسن الإخلاص مهديهافاجن أزهار السرور بهلقد طابت مجانيهافسماء الفضل مشرقةمن سجاياكم دراريهاأنتم أقمارها وبكمتشرف الأقمار تشبيهافحقيق ان أورخهكاظم بدر معاليها,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 8</p>",أبو المحاسن الكربلائي,العراق,قصائد غزل,عموديه,بحر مجزوء الرمل
يا طيب أيامي بمعشوقونحن في بعد من السوقإذا طلبت الخبر من فارسينفخ لي صالح البوق,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",أبو العنبس الصيمري,العصر العباسي,قصائد غزل,عموديه,بحر السريع
لُمْتُ حظي حيث أمسىيشتكي من غير داعِعَلَّ لَوْمي زاد ضِعفاًفأنا باللَّوْم واعِتلك أحزاني توالتْضائعٌ في الدَّرْبِ ساعِبِتَّ تشدو في حُبورٍوأنا لِلْهَمِّ راعِخِلْتُ حالي قد جفانيأفلا يَنْوي سماعيإنني صَبٌّ عليلٌفي غرامي جِدُّ لاعِهل تراني صرتُ نَسْياًهائماً تبغي ضياعيفَهْيَ آمالٌ تداعتْيومها أذكَتْ صراعيلم يعد بيني وبين الــــحَتْفِ حَدٌّ قَدْرُ باعِمات عشقي حينها شَنْـــقاً وما في الدار ناعِحار شعري في ِخطابيضاع ما خَطَّتْ يراعيكُلُّ حَكْيٍ بات شَجْواًماثلاً فوق الرِّقاعِما لقلبي لم يُرحْنيدَعْهُ يلهو في خداعِربما يشكو فراغاًللهوى بعضُ الدَّواعيلو أليفي رَقَّ يوماًسوف تُثْنيني طباعيعن قُصورٍ من غُرورٍإنْ تمادى في صراعيلا تُدِنّي  أو تُهِنّيقُلْ متى ترضي سماعيبحديث فيه قُرْبٌوَوِفاقٌ في المساعيدُمْ أنيسي كن جليسيلا تُغَيِّرمن طباعينَمْ قرير العين دَوْماًحافظاً للعهد راعِهل لِنُصْحي فيك وَقْعٌنِعْمَ للأمرِ المُطاعِأيْ حبيبي كن صديقاًصادقاً عند الوداعِيا صَفِيَّ الروح صَبْراًإنني في الخير ساعِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 23</p>",مَحمد اسموني,المغرب,قصائد غزل,عموديه,بحر مجزوء الرمل
وما سلب الشمسَ الكسوفُ ضياءَهاولِكنَّها سُدَّت عليها المطالعُوكم كُربةٍ كانت وسيلة فَرحةٍوضُرٍّ تُرَى في حافَّتَيه المنافعُوليس ملوماً مَن تعالَت هُمومُهإذا أنزلَته بالَحضِيضِ القوارِعُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",أبو الحسن الجرجاني,العصر العباسي,قصائد غزل,عموديه,بحر الطويل
قد صفا الجو واستحال نسيماً وتَنَدَّى الهواءُ وهو يميعُ بَشَّرَتنا أوائلُ الزَّهرِ بالور د فكلِّف صَباكَ ما تستطيعُ لا تَزَل تُستَجَدُّ أيامُ أُنس كُلَّ يومٍ بمثله مشفوعُ تستنيرُ السعودُ فيها جديداً كُلَّما غاب عنك وقتٌ خليعُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 4</p>",أبو الحسن الجرجاني,العصر العباسي,قصائد غزل,عموديه,بحر الخفيف
من ذا الغَزَالُ الفاتنُ الطَّرفِ الكاملُ البَهجةِ والظَّرفِ ما بالُ عَينيهِ وألحاظِهُ دائبةً تَعمَملُ في حَتفي واهاً لذاك الورِد في خَدِّهِ لو لم يكُن مُمتَنِعَ القَطفِ أشكو إلى قلبكَ يا سَيَّدي ما يَشتَكي قلبي من طَرفي,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 4</p>",أبو الحسن الجرجاني,العصر العباسي,قصائد غزل,عموديه,بحر السريع
هذا الهلالُ شبيهُهُ في حُسنهِ وبهائِه كَلاَّ وفترةِ جَفنِه هَبكَ ادَّعيتَ بهاءَه وضياءَه كيفَ احتيالُك في تأَوُّدِ غُصنِهِ لو لاحظَتك جُفُونُه بِفُتُورِها أقسمتَ أنك ما رأيتَ كَحُسنِهِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",أبو الحسن الجرجاني,العصر العباسي,قصائد غزل,عموديه,بحر الكامل
أنتِ يا نرجسة الروضلما في الروض سِتُّودليل القول فيهانّ اوراقك سِتُّ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",أبزون العماني,العصر العباسي,قصائد غزل,عموديه,بحر مجزوء الرمل
قَلبٌ عَقيلَةُ أَقوامٍ ذَوي حَسَبٍ يَرمي المَقانِبُ عَنها وَالأَراجيلُ مِن كُلِّ بَيضاءَ مِخماصٍ لَها بَشَرٌ كَأَنَّهُ بِذَكيِّ المِسكِ مَغسولُ فَالخَدُّ مِن ذَهَبٍ وَالثَغرُ من بَرَدٍ مُفَلَّجٌ واضِحُ الأَنيابِ مَصقولُ كَأَنَّهُ حينَ يَستَسقي الضَجيعُ بِهِ بَعد الكَرى بِمدامِ الراحِ مَشمولُ وَنَشرُها مِثلُ رَيّا رَوضَةٍ أُنُفٍ لَها بِفَيحان أَنوارٌ أَكاليلُ فَهزَّ روقي رِماليٍّ كَأَنَّهُما عودا مَداوِس يَأصول وَيَأصولُ صافي الأَديمِ هِجانٌ غَيرَ مَذبَحِهِ كَأَنَّهُ بِدَمِ المكنانِ مَمهولُ عَزبُ المَراتِعِ نَظّارٌ أَطاعَ لَهُ مِن كُلِّ رابِيَةٍ مَكرٌ وَتَأويلُ طَوراً وَطَوراً يَجوبُ العَفر من نَقَحٍ كَالسِند أَكبادُهُ هيمٌ هَراكيلُ حَرفٌ مُلَيكيَّةٌ كَالفَحلِ تابَعَها في خِصبِ عامَينِ إِفراقٌ وَتَهميلُ كَأَنَّما اِقورَّ مِن أَنساعِها لَهِقٌ مُزمَّعٌ بِسَوادِ اللَيلِ مَكمولُ حَتّى إِذا ما دَنَت مِنهُ سَوابِقُها وَلِلّغامِ بِعطفَيه شَعاليلُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 12</p>",أبو وجزة السعدي,العصر الاموي,قصائد غزل,عموديه,بحر البسيط
