Poem,Number of Versus,Poet,Century,Label,Type,Metre
منازل في أرض الطفوف وارسم على مثلها دمع المحبين يسجم فيا ليت شعري هل ترد لزائر سلاما فيحظى بالجواب السملم عهدت مغانيها حمى كل خائف يلوذ بها في النائبات فيسلم فهل ذلت الأشراف من آل أحمد فأصبحت الأنذال فيهم تحكم لقد ملكتهم عصبة أموية تسير بهم سير الذين تقدموا فشملهم أيدي سبقا متفرق وما ملكوه فهو فيء مقسم إلى أي دار بعد دار أبي الوفا تخب ركاب الوافدين وترسم جعلتهم سهاماً وفره فترقبوا عواقبها ان السهام لاسهم فما هي إلا كعبة الجود والندى ولكنما الحجاج ارفق منكم أفى الحق أن تبني المكارم والعلى لكم أهلها الغادون وهي تهدم وكم حملوا ثقل المغارم عنكم فكيف غدت أموالهم وهي مغنم فإن تهدموا دار الضيافة والفرى فإن بناء الحمد لا يتهدم تكاد ضلوع المعتفين إذا هى عماد لها من زفرة تتقوم ثعالب قد عاثت بغابة ضيغهم وهل يتقى كيد الثعالب ضيغم نهبتم خياماً للحسين هي التي تذكرنا كيف استبيح المخيم جفان كأمثال الجوابي امامها رواسي قدور حولها الكوم تلحم وكل أثاث من تليد وطارف يجل عن الأحصاء قدراً ويعظم ملكتم فلم تبقوا وتلك سجية اللئام فما تبقي إذا هي تحكم فأعمد تهوي وشم قواعد تميل بها أيدي العدى وتحطم أمنتجع الوفاد كيف قد انجلت سحائب عن برق من البشر يبسم لقد كان شمل الوفر فيك مبددا على ان شمل المجد فيك منظم وللشعراء المفلقين بجوده عكاظ به للجود كم راق موسم وجوه منيرات وايد سخية فلمجتدي فيها بحور وانجم فلا نضبت تلك البحور ولا خبت نجوم تضئ الخطب والخطب مظلم أبا أحمد صبراً على كل حادث فانك في حرب الحوادث معلم وما أنت الا السيف فل غراره قليلا ولا عار إذا فل مخذم وما هي إلا غمرة سوف تنجلي فيلقى جزاء من اساء ويندم,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 27</p>",أبو المحاسن الكربلائي,العراق,قصائد هجاء,عموديه,بحر الطويل
أرى أمية بعد المصطفى طلبتأخاه بالثار مذهبت بصفينثم انثنت للزكي المجتبى حسنفجرعته ذعاف الذل والهونأوتار بدر بيوم الطف قد اخذتوباء في آل حرب آل ياسينمن النبي قضوا ديناً كما زعمواولا ديون لهم الا على الدينرأس ابن فاطمة خير الورى نسباًيا للعجائب يهدى لابن ميسون,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 5</p>",أبو المحاسن الكربلائي,العراق,قصائد هجاء,عموديه,بحر البسيط
دَع عَنكَ رَسمَ الدِيارِوَدَع صِفاتِ القِفارِوَعَدِّ عَن ذِكرِ قَومٍقَد أَكثَروا في العُقارِوَدَع صِفاتِ الزَنانيرِ في خُصورِ العَذاريوَصِف رَغيفاً سَرِيّاحَكَتهُ شَمسُ النَهارِأَو صورَةُ البَدرِ لَمّا اِستَتَمَّ في الاِستِدارِفَلَيسَ يَحسُنُ إِلّافي وَصفِهِ أَشعاريوَذاكَ أَنّي قَديماًخَلَعتُ فيهِ عِذاري,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 7</p>",أبو المخفف,العصر العباسي,قصائد هجاء,عموديه,بحر المجتث
إِذا كُنتُمُ الكِباروَكُنّا لَكُم صِغاروَصِرتُم تُماطِلونَمَتى يَقضِمُ الحِمار,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",أبو المخفف,العصر العباسي,قصائد هجاء,عموديه,بحر المضارع
دَع عَنكَ لَومي يا عَذولُفَلَستُ أَفهَمُ ما تَقولُإِنَّ الرّغيفَ مُحَبَّبٌفي الناسِ مَطلَبُهُ جَميلُلا سِيَّما إِن كانَ وَسطَ حُروفِهِ عِرقٌ نَبيلُوَثَلاثَةٌ مِن بَعدِهِيُشفي فُؤادي وَالغَليلُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 4</p>",أبو المخفف,العصر العباسي,قصائد هجاء,عموديه,بحر مجزوء الكامل
وإن التواني زوّج العجز بنتهوساق إليه حين زوجها مهرافراشا وطيا ثم قال لها اتكيفقصركما لاشكّ أن تلدا الفقرا,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",أبو المعافى المزني,العصر العباسي,قصائد هجاء,عموديه,بحر الطويل
لقد صرعتني خلفةُ الدَّهرِ صَرعةًتَيَقَّنتُ أَنَّي لستُ منها بمنتعشوأنذرني عِقدُ الثمانينَ بالبلَىفها هي أعضائي من الضَّعفِ ترتعشوقد علمَت ذاتُ الوِشاحَينِ أَنَّنيسَئِمتُ تكاليفَ الحياةِ ومن يَعش,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",أبو الحسن الجرجاني,العصر العباسي,قصائد هجاء,عموديه,بحر الطويل
هذا أبو مُضر كفتنا كَفُّه شكوى اللئضامِ فما نَذُمُّ لئيما هذا الجسيمُ مَوَاهباً هذا الشري ف مَنَاصِباً هذا المهذَّب خِيما سمكَت كهمّتهِ السماءُ ومُثِّلت فيها خلائقُه الشراف نُجُوما نشوان قد جعل المحامدَ والعُلا دون الُمدَامة ساقياً ونَديما أعدَى الأنامَ طباعُهُ فتكَرَّمُوا لو جاز أن يُدعَى سواه كريما لو لم أُشرِّف بامتداحك مَنطقي ما انقاد نحوك خاطِري مزموما لكن رأى شَرفَ المصاهر فاغتَدى يُهدي إليك لُبَابه المكتوما فحباك من نَسجِ العقول بغَادَةٍ قَطَعَت إليك مقاصداً وعُزُوماً لما تَبَيَّنَتِ الكفاءَةَ أقسَمَت ألا تغرب بَعدَها وتقيما لا تبغها مَهراً فقد أمهَرتَها نُعمَاك عندي حادثاً وقديما ألزمتُ شكرك منطقي وأناملي وأقمتُ فكري بالوفاءِ زَعِيما,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 11</p>",أبو الحسن الجرجاني,العصر العباسي,قصائد هجاء,عموديه,بحر الكامل
قَصيرُ الثِّيابِ فَاحشٌ عِندَ بَيتِه وشَرُّ قُرَيشٍ في قُريشٍ مُركبا,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 1</p>",أبو الحسن الجرجاني,العصر العباسي,قصائد هجاء,عموديه,بحر الطويل
ولاَئمةٍ لاقَتْكَ يا فَيْضُ في الندَّىفَقُلْت لها لَن يَقْدحَ الّلوْمُ في البحرِأرادَتْ لِتثنْيِ الفَيّضَ عن عادة النّدىومَنْ ذَا الذّي يَثني السَّحَابَ عنِ القَّطْرِمَوَاقعُ جٌوُد الفَيْضِ في كلِّ بلدةٍمَواقعُ ماءِ المُزنِ في البلدِ القَفْرِكأنَّ وفُودَ الفَيْضَ حِينَ تَحمّلوُاإلى الفيضِ وافَوا عِنْدِهُ لَيْلَةَ القَدَرِإذا ما أتاهُ السائلونَ تَوَّقدتْعليه مَصَابيحُ الطلاقَةِ والبشرِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 5</p>",أبو الأسد الحماني,العصر العباسي,قصائد هجاء,عموديه,بحر الطويل
وسائلٍ عن حِماريّ كيف جَالُهمَاسَلْني فَعِندي حقيقهُ الخبرِلاَ خيرَ في صاعدٍ فتطلبهوالخيرُ يأتيك من يَدَي مطرِوأيّ خير يأتيك من رجلٍليس لأنثى يُدْعى ولا ذكرِليسَ له غيرَ نفسه نَسَبٌكأنه آدمٌ أبو البشرِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 4</p>",أبو الأسد الحماني,العصر العباسي,قصائد هجاء,عموديه,بحر المنسرح
فَلأَ نْظُرَنَّ إلى الجبال وأَهْلهاوإلى مَنابرها بِطَرْفٍ أَخْزَرِمازِلْتَ تَرْكَبُ كلَّ شيءٍ قائِمٍحتى اجترأت على ركوب المنْبرِمازال مِنْبَركَ الذي خَلَّفْتهُبالأمس منك كحائِضِ لم تَطْهُرِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",أبو الأسد الحماني,العصر العباسي,قصائد هجاء,عموديه,بحر الكامل
أنتَ أمرؤٌ غَثُّ الصَّنيَعةِ رثّهالا تُحْسِن النُّعْمَى إلى أمثالينُعْمَاك لا تَعْدُوك إلاّ في امرئفي مَسْكِ مِثْلْكِ من ذوي الأشكالِوإذا نظرتَ إلى صَنيعك لم تَجدْأحَداً سَمَوْتَ به إلى الإفضالِفاسْلَمْ بغير سَلاَمةٍ تُرجى لهاإلاّ لِسَدّكَ خَلَّة الأنذالِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 4</p>",أبو الأسد الحماني,العصر العباسي,قصائد هجاء,عموديه,بحر الكامل
صُنْعٌ من اللهِ أَنّي كنتُ أَعْرِفكمقبلَ اليَسَارِ وأنتمْ في التَّبابينفما مَضَتْ سَنةٌ حتى رأيتكُمُتَمْشُونَ في القَزَّ والقوُهِى واللَّينِوفي المَشَاريق مازالتْ نساؤكمُيَصِحْن تحت الدَّوالي بالوَراشينِفصْرنَ يَرْفُلَنَ في وَشْي العِرَاقِ وفيطرائِف الخزِّ من دُكْنٍ وطارُونيأُنْسينَ قطعَ الحُلاَوى من مَعَادِنهاوحَمْلَهُنَّ كَشُوثاً في الشَّقابينِحتىَ إذا أيسروا قالوا وقد كذبوانحن الشَّهاريجُ أولادُ الدِّهاقينِفي است أمِّ ساسانَ أيري إن أقربكموأير بَغْلٍ مُشِظٍّ في است شيرينلو سِيلَ أوْضَعُهُم قَدْراً وأنْذَلهملقال منَ فَخْرِه إنيِّ ابنُ شُوبينِِوقال أقطعني كِسْرَى ووَرّثنيفَمْن يُفَاخِرُني أم مَنْ يُنَاوِينَيمَنْ ذا يُخَبِّر كِسْرَى وهو في سَقردعوى النَّبيطِ وهم بَيْضُ الشياطينِوأنهم زعموا أنْ قد ولدتهُمُكما ادّعى الضَبّ أني نُطْفةُ النُّونِفكان يَنْحَزُ جَوْفَ النار واحدةًتَفْرِي وتَصْدَعُ خوفاً قلبَ قارونِأَما تراهم وقد حَطّوا بَرادِعَهُمْعن أُتنهمُ واستبدُّوا بالبَرَاذينِوأفرجوا عن مَشارات البُقول إلىدُورِ المُلوك وأبواب السَّلاطِينِتَغْلِي على العُرْب من غَيْظ مَراجلُهمُعداوةً لرسول اللهِ في الدينِفقَل لهم وهمُ أهلٌ لَتِزْنيَةٍشَرَّ الخَليقةِ يا بُخَرَ العَّثانينِما النَّاسُ إلا نِزَارٌ في أَروَمتهاوهاشمٌ سُرجُهَا الشُّمُّ العَرَانينِوالحَيُّ من سَلَفى قَحْطَان إنهميُزْرُونَ بالنَّبطِ اللّكنِ المَلاَعينِفما على ظهرها خَلْقٌ له حَسَبٌمما يُناسبِ كِسْرى غيرُ حَمُدونِقَرْمُّ عليه شهنشاهِيّةٌ ونَباًيُنْبيكَ عن كَسرويّ الجَدِّ مَيْمُونِوإن شككتَ ففي الإيوانِ صُورتُهفانظُر إلى حَسَبٍ بادٍ ومخزونِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 21</p>",أبو الأسد الحماني,العصر العباسي,قصائد هجاء,عموديه,بحر البسيط
أنِّي مررتُ بشاهينٍ وقد نَفَحتْريحُ العَشِىِّ وبَرْدُ الثَّلج يُؤذينيفما وَقى عِرْضَهُ مِنى بكسَوَتِهلاَ بل ولاَ حَسَبٍ دانٍ ولا دينِإن لم يكن لَبَنُ الدَّاياتِ غَيَّرَهُعن طبع آبائه الشُّمِّ العَرانينِفَرُبَّما غابَ بعلٌ عن حَلِيلتهفناكها بعض سَوَّاسِ البَرَاذينِوما تَحرَّكَ أيرٌ فامتلا شَبقاًإلاّ تَحَرُّك عِرْقٌ في است شاهينِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 5</p>",أبو الأسد الحماني,العصر العباسي,قصائد هجاء,عموديه,بحر البسيط
كم ترسلون اعنَّة الهجرانِفقدُ الحياة وَفقدكُم سيّانِفصلوا جناحي بالوصال فَمُنكَرٌإِخلالُ أهلِ الفضلِ بالخلاّنانّي أغارُ عليكم أن تسلكوافي الودِّ غيرَ طرائق الفتيانِوأخافُ مُرَّ عِتابكم ما لم أَخَفتحت العجاج عواليَ المُرَّانِلم أجن فاستعطفتكم لكنَّ بيشوقاً الى استعطافكم الجانيوهبوني الجاني ألَستُ شقيقكمهلاّ غفرتم للشقيق الجانيغَطُّوا بأذيال التجاوز منكمصفحات جانٍ للندامة جانيولربّما كرهَ العقوبةَ حازمٌكيما يفوز بلذَّةِ الغُفرانما كان أيمن طائري بلقاكُمايام عودي أنضر العيدانلولا الفراق لما فرقت ولو هوىنجم الهوى أمن الجنون جنانيببعادكم أبغضت دار كرامتيوبقربكم أحببتُ دارَ هوانيفاستأنفوا بتعهدي احسانكمانَّ التعهُّدَ صيقلُ الاحسانِوتبيّنوا انّي بليتُ بمعشرٍطلبُ التملّس منهم ايلاني كذاحتى أعود من المسرَّة ناسياًأن كنت يوماً من بني الأحزانويعود بعد اليأس فكري طامعاًفي كُلِّ بكرٍ للمنى وعَوانِويشوقني بعد السلوّ عن الصّباحَدَقُ المها وسوالفُ الغزلانللهِ درُّ المكرميّين الأُلىخَرَّ الكرامُ لهم على الأذقانِالناصحين الملك علماً منهمُان النصيحة حليةُ الإيمانوالسالكين بحُبِّ آل محّمدٍسُبُلَ الهدى في السرِّ والاعلانفمديحهم سَبَبٌ إلى نيل العُلاوولائهم من الحدثانِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 20</p>",أبزون العماني,العصر العباسي,قصائد هجاء,عموديه,بحر الكامل
كم ذا يُناصِحُ في الهوى ويُخادعُسَكَنٌ يُواتي مَرَّةً ويمانعُجزت الخيام وقد أحاط بها الدجىفَجلا الدجى قمرُ الخيام الطالعُفدنوتُ منه فاعترته نفرةٌفمضى يقول وليس غيري سامعُوذمام قومي يلا رجعتُ ولا الكرىيوماً إِلى أجفان عينيك راجعُفأجبتُهُ والدمع يخدمُ لوعتيولكُلِّ عضو لي هناك مدامعُيا ربّةَ الخدر الذي بفنائهأبداً لافئدة الرجال مصارعُفاخرتُ قومك فاعتقدت ضغينةًبِرُماتها من لحظ عينك ساطعُلا تُضمري حِقداً عليَّ فاننّيلكلاب حبّك دون قومك تابعُأخليتَ صدرك من هواي كأننيفي صدر بِرِّك عند ذكرك دافعُومللتني حتى كأن لم تعلميانّي لمفترق المحاسن جامعُلّما مَنَعتِني الوداد فبعدماحكم التطوُّل أن يذمّ المانعُأوضاع دمعي في هواك فطالماأنا بين أرباب الممالك ضائعفدنَت تقبلُّني وتَمسَحُ عَبرتيوتقول لي مذعورةً وتُطالعأنأى القلوب الجازعاتِ إصابةًقلبٌ على لم يَفُتهُ جازعُمهلاً فقد تكبو الزناد وحشوُهانارٌ وقد يَنبو الحُسامُ القاطعوالمرءُ يُولَعُ بالمُنى وبلوغهاوالدهرُ يأبى ذاك ثُمَّ يُطاوعلك في معاتَبةِ الملوك طرائقٌهي للخدود إلى السعود سوافعومؤيَّد السلطانُ يلبسك الغنىفلباسُ موعِدِه الوفاء الناصعقد كان منكَ اليه ما هو سائرٌفي الأرض تنقلهُ الرواةُ وشائعوبعَقبِ هذا الرشّ سيلٌ دافعٌووراء هذا النثّ روضٌ يانعُوكذا الكتائب تلتقي لقراعهاولها أمام الالتقاء طلائعفشكرتُ عطفَتَها وما كشفَتهُ ليبِحَديثها فكلامُها لي نافعُورجنعتُ موفوراً وجأشي ساكنٌوهجعتُ مَسروراً وقلبي وادعُوعلمتُ أن سَيُفيقُ لي غبَّ الكرىبمؤيَّد السلطان جدٌّ هاجعملك غداء العَدل منه والنَّدىشكر الرعية والمديح الرابعجُعِلَت مُرَوَّتُهُ ضجيعَةَ فكرهِهِمَمٌ لها هامُ النجوم مضاجعُصولاتُه للنائبات مآفلٌوصِلاتُهُ للمأثرات مَطالعُولذكرِ ما صنعَت قديماً خيلُهُقبلَ الوقائعِ في النفوس وقائعوالنصر حيثُ ترى هلالَ لوائهِلك طالعاً وسط العجاجة طالعُوله إذا صرع العَزائمَ حادثٌلألأُ عَزمٍ للحوادث صارعُومكيدةٌ في الروع سُلطانيَّةٌهي هقبل نَقعِ الخيل سَمٌّ ناقعُوطريقةٌ في المكرمات غريبةٌحُمِدَ الحريصُ بها وذُمَّ القانعُيولي صنائعَهُ الرجال وعندَهُعلَلُ السؤال إِذا فصلن صنائعُوأجلّهم حَظّاً وقد وسعتهمُمن لا يُزايِلُهُ الرجالءُ الواسعُفكأنّما كانت لدى آبائهقدماً لآباءِ العُفاة ودائعُشِيَمٌ لو اتَّبع الأكابرُ هَديَهالغَدَت هوادي الكبر وهي توابعُوالفعلُ ما لم ينتفع في سيرةٍبرياضَةِ الانصافِ فعلٌ طالعُلم يعتمد هذا الزمان مساءتيحنقاً عليَّ بل اتفاقٌ واقعُما كان ينأى أن يُصانعنى الرضالو كان يَدرني كُنهَ ما هو صانعُأفنى الاعزَّةَ غير كلّ مُسَربَلٍبالعجز يركبُ أخدعيه الخادعيبكي إذا سجع الحمامُ صَبابةًنجوى فيُسعِدُه الحمامُ الساجعُوتذكرّ الأوطان أمرٌ فادحٌوتشوُّق الاخوان خَطبٌ فاجعوكذاك عُمرانُ الديارِ إِذا خَلَتممَّن تُحِبُّ فانَّهنَّ مَسامعأمؤيّد بالسلطانَ عاوَِد نظرةًبمكانها يدنو المكان الشاسعُواسمع مُحَبَّرَةً إِذا هي أنشِدَتوَدَّ الجوار انهنَّ مسامعارسلتُها كيما تكونُ ذريعةًوقصائدي حيث اتجهن ذرائعُولئن بقيتُ لتأتَينكَ غرائبٌتَسبي عقول رُواتها وبدائعبل لا يُطيقُّ صفاتَ مجدك واصفٌما لم يُطق ذرع البسيطة ذراعفذراك للأموال فيه مناهبٌأبداً وللآمال فيه مراتع,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 49</p>",أبزون العماني,العصر العباسي,قصائد هجاء,عموديه,بحر الكامل
لا تحسبُوني ناسياً عَهدكمنسيانُكُم ضربٌ من السُّخفِسيّان أن أفتَر عن ذكركمأو أعبُد الله على حَرفِوكيف أنساكم وفي وَصلكُمعَيشي وفي هجرانكُم حَتفيلهفي على عُمرٍ مضى لم يكُنذلك في خدمتكم لهفيهذا ويدنو في غدٍ دارناوكُلُّ حزنٍ فالى كَشفِرُبَّما يجلو صدا أُنسناتشاغلٌ باللهو والقصفِ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 6</p>",أبزون العماني,العصر العباسي,قصائد هجاء,عموديه,بحر السريع
