Poem,Number of Versus,Poet,Century,Label,Type,Metre
"إنّ السرور تصرّمت أيامه
مِنّي وفارقني الحبيب المؤنسُ
حالان لا أنفك من إحداهما
مستعبراً أو باكياً أتنفّسُ
ولمثله بكت العيون صبابة
ولمثله حزنت عليه الأنفسُ
دَعُوا الإسلام وانتحلوا المجوسا
وألقوا الرَّيْط واشتملوا القلُوسا
بني العبد المقيم بنهر تَيِري
لقد أنهضت طيركم نحوسا
حرام أنْ يبيتَ بكم نَزِيلٌ
فلا يمسي لامكم عروسا
إذا ركد الظلام رأت عُسَيْلا
يحثّ على نداماه الكؤوسا
ويذكرهم أبو رهم بهجو
فيستدعي إلى الحرم النفوسا
ويخليهم هشام بالغواني
ويحمي الفضل بينهم الوطيسا
فتسمع في البيوت لهم هبيباً
كما أهملت في الزرب التيوسا
لقد كان الزناة بلا رئيس
فقد وجد الزناة بهم رئيسا
هم قَبَلوا الزِّناء وأنشؤوهُ
وهم وسموا بجبهته حبيسا
لئن لم تنف دعوتهم سدوس
لقد أخزى الآلة بهم سدوسا","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 13</p>",عبدالصمد العبدي,العصر العباسي,قصائد فراق,عموديه,بحر الكامل
"فارَقَتني ذخيرةٌ من عَقارٍ
ذكرتني تفرّقَ الأحبابِ
وسواء بَيْعٌ الرِّقَاب من المالِ
إذا بعتها وضروبُ الرِّقَابِ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",عبدالصمد العبدي,العصر العباسي,قصائد فراق,عموديه,بحر الخفيف
"الموت عندي والفرا
ق كلاهما ما لا يطاقُ
يتعاونان على النفو
س فذا الحِمام وذا السِّياقُ
لو لم يكن هذا كذا
ما قيل موتٌ أو فراقُ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",عبدالصمد العبدي,العصر العباسي,قصائد فراق,عموديه,بحر مجزوء الرمل
"وفارقت حتى ما أبالي من النوى
وإن بان جيران علي كرامُ
فقد جعلت نفسي على النأي تنطوي
وعيني على فقد الحبيب تنامُ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",عبدالصمد العبدي,العصر العباسي,قصائد فراق,عموديه,بحر الطويل
"ما فَرَّقَ الأَحبابَ بع
د اللَهِ إِلا الإبلُ
والناسُ يَلحَقون غَرا
بَ البَين لما جَهِلوا
وَما إِذا صاحَ غرا
بٌ في الدِيار احتَمَلوا
وَما عَلى ظَهرِ غِرا
ب البَين تُطوى الرِحَلُ
وَما غراب البَين إِل
لا ناقةٌ أَو جَمَلُ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 5</p>",أبو الشيص الخزاعي,العصر العباسي,قصائد فراق,عموديه,بحر مجزوء الكامل
"فُؤَادِي عَلِيلٌ مَا لَهُ مَنْ يَعُودُهُ
يُعَلَّلُ مِنْكُمْ بِالَّذِي لا يُفِيدُهُ
نُفِي النَّوْمُ عَنْ عَيْني فَعَزَّ وُجُودُهُ
فِرَاقُ أَحِبَّائِي بَسِيطٌ مَدِيدُهُ
وَإنِّي لأَخْشَى أنْ يَكُونَ بِهِ حَتْفِي
مَنَحْتُهُمُ ودي فَخَانُوا وَلَمْ يَفُوا
وَلَمْ يَرْحْمُوا ذُلِّي وَلَمْ يَتعَطَّفُوا
وَحَثُّوا مَطَايَاهُمْ وَلَمْ يَتَوَقَّفُوا
فَدَيْتُ أُنَاساً فَارَقُوني وَخَلَّفُوا
بِقَلْبي حَرِيقاً وَالْمَدَامِعُ لاَ تُطْفِي
وَبي غَادَةٌ حَازَتْ فُؤَادِي وَخَاطِرِي
سَبَتْنِي بِصُبْحِ تَحْتَ لَيْلِ غَدَائِرِ
عَلَيْهَا فَنى صَبْرِي فَفَاضَتْ مَحَاجِرِي
فَتَاةٌ بَرَاهَا اللهُ نُزْهَةَ خَاطِرِي
عَلَى الْجَوْهَرِ الشَّفَّافِ كَامِلَةُ الْوَصْفِ
غَدَوْتُ بِهَا مُضْىً وَرُحْتُ مُتَيَّمَا
وَقَدْ تَرَكَتْني نَاحِلَ الْجسْمِ مُغْرَمَا
رَمَتْ فِي فُؤَادِي بِالْقَطِيعَةِ أَسْهُمَا
فُتُورُ لِحَاظٍ فَاتِنَاتٍ كَأَنَّمَا
إذَا مَا رَنَتْ تَحْكِي بِِهَا أَعْيُنَ الْخَشْفِ
عَلِيلُ هَوَاهَا لَيْسَ يُرْجى لَهُ بَقَا
وَمَلْسُوعُ هَجْرٍ لاَ يُرَامُ لَهُ رُقَا
لَقَدْ سَلَبَتْ عَقْلي سُوَيْكِنَةُ النَّقَا
فُتِنْتُ بِهَا وَجْداً وَهِمْتُ تَشَوُّقَا
وَقَدْ نَطَقَتْ أجْفَانُ عَيْني بِمَا أُخْفِي
غَدَتْ غَادَةٌ تَخْتَالُ مَا بَيْنَ سِرْبِهَا
يُرَنِّحُهَا فِي بُرْدِهَا تِيهُ عُجْبِهَا
فَلاَ تَعْذِلُوني قَدْ شُغِفْتُ بِحُبِّهَا
فُؤَادِي تَمَنى أنْ يَفُوزَ بِقُرْبِهَا
وَيَحْظى بِوَصْلٍ وَاتِّفَاقٍ بِلاَ خُلْفِ
مُحِبٌ رَمَاهُ بالصُّدُودِ حَبِيبُهُ
إِلاَّ ذُكِرَ الْوَادِي يَزِيدُ نَحِيبُهُ
حَزِينٌ يُنَادِيكُمْ فَهَلْ مَنْ يُجِيبُهُ
فَقَدْتُ زَمَاناً أَبْعَدَتْني خُطُوبُهُ
وَمَا زَالَ بالتَّفْريقِ يَقْوى عَلَى ضَعْفِي
مَدَى اللَّيْلِ طَرْفي لاَ يَزَالُ مُسَهَّدا
يُرَاقِبُ طَيْفاً مِنْ نَجِِيلٍ وَمَوْعِدَا
عَلَى طُولِ حُزْني لَمْ أَجِدْ لِيَ مُسْعِدَا
فَنى زَمَنِي وَالْعُمْرُ وَلى وَقَدْ بَدَا
نَذِيرُ مَشِيبي وَهْوَ يُؤْذِنُ بِالصَّرْفِ
شَكَوْتُ لَهَا حَالي وَفَرْطَ تَوَجُّعِي
وَنَارَ جَوًى قَدْ أُضْرِمَتْ بَيْنَ أضْلُعِي
فَلَمْ تَرَ عَدْلي فِي الْمَقَالِ وَلَمْ تَعِ
فَرَرْتُ بِنَفْسِي ثُمَّ قُلْتُ لَهَا ارْجِعِي
إلَى طَاعَةِ الْمَوْلَى فَطَاعَتُهُ تَكْفِي
دَعِي عَنْكِ ذِكْرَ الْغَانِيَاتِ لِتُحْمَدِي
عَسَاكِ بِأَنْ تَحْظِي بِذَاكَ وَتَسْعَدِي
وَإنْ شِئْتِ بَعْدَ الْغَيِّ يَا نَفْسُ تُرْشَدِي
فَقُومِي بِعَزْمٍ فِي مَدِيحِ مُحَمَّدِ
لِتَحْظِي مِنَ الرَّحْمنِ بِالْخُودِ وَاللُّطْفِ
هَنِيئاً لِمَنْ وَافَى حِمَاهُ وَزَارَهُ
وَحَلَّ بِنَادِيهِ وَعَايَنَ دَارَهُ
وَقَدْ أَخَذَ الذِّكْرَ الَجَمِيلَ شِعَارَهُ
فَضِيلَتُهُ أنَّ الإْلهَ اسْتَزَارَهُ
وَأَسْمَعَُ مِنْ غَيْرِ صَوْتٍ وَلاَ حَرْفِ
صِغَارُ الْحَصى فِي رَاحَتَيْهِ بِلاَ مرا
تُسَبِّحُ وَالْمَاءُ الزُّلاَلُ بِهَا جَرى
شَرِيفٌ عَفِيفٌ كَمْ تَعَبَّدَ فِي حِرَا
فَضِيلٌ وَلاَ مِثْلٌ يُضَاهِيهِ فِي الْوَرى
يَفُوقُ ضِيَاءَ الْبَدْرِ فِي لَيْلَةِ النِّصْفِ
قَدِ اسْتَمْسَكَتْ رُوِحي بِعُرْوَةِ حَبْلِهِ
وَبِالسَّادَةِ الآلِ الْكِرَامِ وَصَحْبِهِ
وَنَهْوى مِنَ الْوَادِي نَسِيمَ مَهَبِّهِ
فَتِيقُ سَحِيقِ الْمِسْكِ مِنْ عَرْفِ تُرْبِهِ
وَنَاهِيكَ مِنْ تُرْبٍ وَنَاهِيكَ مِنْ عَرْفِ
لَقَدْ بَهَرَ البدرُ الْمُنِيرَ جَمَالُهُ
وَعَطَّرَتِ الأَكْوَانَ نَشْراً جِلاَلهُ
خَصَائلُهُ مَعْلُومَةٌ وَفِعَالُهُ
فَأَحْكَامُهُ عَدْلٌ وَصِدْقٌ مَقَالُهُ
وَمَوْعِدُهُ نَجْزٌ وَقَدْ جَلَّ عَنْ وَصْفِ
شَفَاعَتُهُ مَالٌ غُنِينَا بِكَنْزِهِ
وَنَحْنُ جَمِيعاً كُلُّنَا تَحْتَ حِرْزِهِ
حَدِيثٌ جَلِيٌّ لاَ احْتِيَاجَ لِرَمْزِهِ
فَظَاظَةُ أهْلِ الشِّرْكِ لاَنَتْ لِعِزِّهِ
وَحَلَّ بِهِمْ رُعْبٌ مِنَ الذُّلِّ وَالزَّحْفِ
لَقَدْ نُكِّسَتْ تِيجَانُهُمْ وَالْعَمَائِمُ
وَلَمْ يَكُ مِنْهُمْ مَنْ غَدَا وَهْوَ سَالِمُ
وَكَمْ فَنَكَتْ فِيهِمْ فَتًى وَصَوَارِمُ
فَرَضْنَا عَلَيْهِمْ وَالْفُرُوضُ لَوَازِمُ
قَدُودُهُمُ لِلْقَدِّ بِالْبِيضِ وَالزَّحْفِ
أَقُولُ لِمَنْ قَدْ بَانَ عَنِّي وَمَنْ دَنَا
نَجَوْنَا جَمِيعاً بِالشَّفَاعَةِ كُلُّنَا
مِنَ الْمُصْطَفى وَالْحَمْدُ لِلهِ وَالثَّنَا
فَرِيقٌ بِهِ قَدْ أَحْرَزُوا الدِّينَ وَالدُّنَا
فَلاَ خَوْفَ مِنْ نَارٍ وَلاَ رُعْبَ مِنْ خَسْفِ
قَرِيبٌ مِنَ الْمَوْلَى وَلاَ بُعْدَ فِي مَدى
وَمَا كَانَ تَقْرِيبُ الإْلهِ لَهُ سُدى
لَهُ عُصْبَةٌ تحمي حِمَاهُ مِنَ الرَّدى
فَوَارِسُهُمْ كَالأُسْدِ تَسْطُو عَلىَ الْعِدَا
إذَا مَا الْتَقَى الْجَمْعَانِ فِي مَوْقِفِ الزَّحْفِ
عَسَاكِرُهُ أَفْنَتْ عِدَاهُ وَمَا اعْتَدَتْ
وَبِالْعَادِيَاتِ الأَعْوَجِيَّةِ قَدْ غَدَتْ
وَكَمْ أسْرَةٍ مِنْ أسْرِهِ قَط مَا افْتَدَتْ
فَمَنْ مِثْلُهُ فِي الأَنْبِيَاءِ وَقَدْ غَدَتْ
فَضَائِلُهُ تتلى عَلى النَّاسِ فِي الصُّحْفِ
تَرَانَا وُقُوفاً كُلُّنَا بِفِنَائِهِ
عَلىَ ثقة مِنَّا بِصِدْقِ وَلائِهِ
فَجَادَ عَلَيْنَا مِنْ جَزِيلِ عَطَائِهِ
فَنَحْنُ وَكُلُّ الْخَلْقِ تَحْتَ لِوَائِهِ
لَهُ تِبَعٌ وَهْوَ الْمُقَدَّمُ فِي الصَّفِّ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 50</p>",احمد البهلول,العصر العثماني,قصائد فراق,عموديه,بحر الطويل
"وسارَ إلى السويسِ ولي فُؤادٌ
به من نارِ فُرقَتِهِ اتِقادُ
فيا لَيتَ الزمانَ يجودُ يوماً
بلقياهُ وما دهري جوادُ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 2</p>",ابن الطيب الشرقي,العصر العثماني,قصائد فراق,عموديه,بحر الوافر
"فلا تَعدِلوها أو تعجبوا من مَقالها
فإنَّ الذي قالت هُوَ الكَلِمُ الفَصلُ
لأنَّ فِراقاً مثل هذا وحقِّكُم
وصالٌ لأنَّ القَصدَ منهُ هو الوَصلُ
ألَم نَكُ فارَقنا البِلادَ وأهلَها
لِوَصلِ الذي في الكائنات هوَ الأصلُ
عَلَيهِ صلاةُ اللَهِ ثُمَّ سلامُهُ
ورِضوانهُ ما اهتَزَّ في المَعركِ النَصلُ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 4</p>",ابن الطيب الشرقي,العصر العثماني,قصائد فراق,عموديه,بحر الطويل
"وودَّعتُهُم والعينُ تَهملُ كالعَينِ
وتُهمِل ما تُرجي السحابُ من العَينِ
وللقلبِ في نار الغرامِ تَقَلُّبٌ
ولم لا وعَنّي بان كلُّ أخٍ عَينِ
فوا أسفاً للقَلبِ من شدة الأسى
ووا أسفاً من شدةٍ الحُزنِ للعَينِ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",ابن الطيب الشرقي,العصر العثماني,قصائد فراق,عموديه,بحر الطويل
"بدا لكَ الحقُّ فاقطع ظَهرَ بَيداءِ
واهجُر مقالةَ أحبابٍ وأعداءِ
واقصِد على عَزمةٍ أرضَ الحجازِ تجِد
بُعداً عن الحَطِّ في نَزلِ الأوِدّاءِ
وقل إذا نِلتَ من أمِّ القُرى أرَباً
وهوَ الوُصول بإسرارٍ وإبداءِ
يا مَكَّةَ اللَهِ قد مَكَّنتِ لي حَرَماً
مُؤمَّناً لستُ أشكو فيه من داءِ
فَمُذ رأى النازحُ المسكين مَسكَنَهُ
في قُطرِكَ الرَحبِ لم يُنكب بإيذاء
شوقُ الفؤادِ إلى مَغناكِ مُتَّصِلُ
شَوقَ الرياض إلى طلٍّ وأنداءِ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 6</p>",ابن الطيب الشرقي,العصر العثماني,قصائد فراق,عموديه,بحر البسيط
"أَتَهجُرُ لَيلى بِالعِراقِ حَبيبَها
وَما كانَ نَفساً بِالفِراقِ تَطيبُ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 1</p>",أعشى همدان,العصر الاموي,قصائد فراق,عموديه,بحر الطويل
"لَمِنَ الظَعائِنُ سَيرَهُنَّ تَرَجُّفُ
عَومَ السَفينِ إِذا تَقاعَسَ مِجذَفُ
مَرَّت بِذي خُشُبٍ كَأَنَّ حُمولَها
نَخلٌ بِيَثرِبَ طَلعُهُ مُتَضَعِّفُ
عولينَ ديباجاً وَفاخِرَ سُندُسٍ
وَبِخَزِّ أَكسِيَةِ العِراقِ تُحَفَّفُ
وَغَدَت بِهِم يَومَ الفِراقِ عَرامِسٌ
فُتلُ المَرافِقِ بِالهَوادِجِ دُلَّفُ
بانَ الخَليطُ وَفاتَني بِرحيلِهِ
خَودٌ إِذا ذُكِرَت لِقَلبِكَ يُشغَفُ
تَجلو بِمَسواكِ الأَراكِ مُنَظَّماً
عَذباً إِذا ضَحِكَت تَهَلَّلَ يَنظُفُ
وَكَأَنَّ ريقَتَها عَلى عَلَلِ الكَرى
عَسَلٌ مُصَفّىً في القَلالِ وَقَرقَفُ
وَكَأَنَّما نَظَرَت بِعَينَي ظَبيَةٍ
تَحنو عَلى خِشفٍ لَها وَتَعَطَّفُ
وَإِذا تَنوءُ إِلى القِيامِ تَدافَعَت
مِثلَ النَزيفِ يَنوءُ ثُمَّتَ يَضعُفُ
ثَقُلَت رَوادِفُها وَمالَ بِخَصرِها
كَفَلٌ كَما مالَ النَقا المُتَقَصِّفُ
وَلَها ذِراعا بَكرَةٍ رَحبِيَّةٍ
وَلَها بَنانٌ بِالخِضابِ مُطَرَّفُ
وَعَوارِضٌ مَصقولَةٌ وَتَرائِبٌ
بيضٌ وَبَطنٌ كَالسَبيكَةِ مُخطَفُ
وَلَها بِهاءٌ في النِساءِ وَبَهجَةٌ
وَبِها تَحِلُّ الشَمسُ حينَ تُشَرِّفُ
تِلكَ الَّتي كانَت هَوايَ وَحاجَتي
لَو أَنَّ داراً بِالأَحِبَّةِ تُسعِفُ
وَإِذا تُصِبكَ مِنَ الحَوادِثِ نَكبَةٌ
فَاِصبِر فَكُلُّ غَيابَةٍ سَتَكَشَّفُ
وَلَئِن بَكيتُ مِنَ الفِراقِ صَبابَةً
إِنَّ الكَبيرَ إِذا بَكى لِيُعَنَّفُ
عَجَباً مِنَ الأَيّامِ كَيفَ تَصَرَّفَت
وَالدارُ تَدنو مَرَّةً وَتَقَذَّفُ
أَصبَحتُ رَهناً لِلعَداةِ مُكَبَّلاً
أُمسي وَأُصبِحُ في الأَداهِمِ أَرسُفُ
بَينَ القُلَيسِمِ فَالقُيولِ فَحامِنٍ
فَاللَهزَمَينِ وَمَضجَعي مُتَكَنَّفُ
فَجِبالِ وَيمَةَ ما تَزالُ مُنيفَةً
يا لَيتَ أَنَّ جِبالَ وَيمَةَ تُنسَفُ
وَلَقَد أَراني قَبلَ ذَلِكَ ناعِماً
جَذلانَ آبى أَن أُضامَ وَآنَفُ
وَاِستَنكَرَت ساقي الوِثاقَ وَساعِدي
وَأَنا أَمرُؤٌ بادي الأَشاجِعِ أَعجَفُ
وَلَقَد تُضَرِّسُني الحُروبُ وَإِنَّني
أُلفى بِكُلِّ مَخافَةٍ أَتَعَسَّفُ
أَتُسَربِلُ اللَيلَ البَهيمَ وَأَستَري
في اللَيلِ إِذ لا يَستَرونَ وَأَوجِفُ
ما إِن أَزالُ مُقَنَّعاً أَو حاسِراً
سَلَفَ الكَتيبَةِ وَالكَتيبَةُ وُقَّفُ
فَأَصابَني قَومٌ وَكُنتُ أُصيبُهُم
فَالآنَ أَصبِرُ لِلزمانِ وَأَعرِفُ
إِنّي لِطُلّابِ التِراتِ مُطَلَّبٌ
وَبِكُلِّ أَسبابِ المَنِيَّةِ أُشرِفُ
باقٍ عَلى الحِدثانِ غَيرُ مُكَذِّبٍ
لا كاسِفٌ بالي وَلا مُتَأَسِّفُ
إِن نِلتُ لَم أَفرَح بِشَيءٍ نِلتُهُ
وَإِذا سُبِقتُ بِهِ فَلا أَتَلَهَّفُ
إِنّي لَأَحمي في المَضيقِ فَوارِسي
وَأَكُرُّ خَلفَ المُستَضافِ وَأَعطِفُ
وَأَشُدُّ إِذ يَكبوا الجَبانُ وَأَصطَلي
حَرَّ الأَسِنَّةِ وَالأَسِنَّةُ تَرعُفُ
فَلَئِن أَصابَتني الحُروبُ فَرُبَّما
أُدعى إِذا مُنِعَ الرِدافُ فَأَرِدِفُ
وَلَرُبَّما يَروى بِكَفّي لَهذَمٌ
ماضٍ وَمُطَّرِدِ الكُعوبِ مُثَقَّفُ
وَأَغيرُغاراتٍ وَأَشهَدُ مَشهَداً
قَلبُ الجَبانِ بِهِ يَطيرُ وَيَرجُفُ
وَأَرى مَغانِمَ لَوأَشاءَ حَويتُها
فَيَصُدُّني عَنها غِنىً وَتَعَفُّفُ","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 35</p>",أعشى همدان,العصر الاموي,قصائد فراق,عموديه,بحر الكامل
"نظرتُ إلى عينيكِ يوماً أُفكِّرُ
وقد راعني ما بتُّ في الغيبِ أَنظرُ
رأَيتُ إِذا ما فرَّق الدهرُ بيننا
وغاب ثُغَيرٌ كنتُ أهوى ومحجرُ
وعُطِّل جيدي من ذراعكِ وانطوى
عليه ذراعٌ من ترابٍ مُقدَّرُ
فان خيالي ليس يبرحُ ماثلاً
لعينيكِ يحييه الوفا والتذكرُ
فأَية حالاتي التي تحفظينها
تطلُّ بها روحي عليكِ وتظهرُ
لعلِّيَ لم أَبسم إِليكِ كفايةً
لياليَ مرَّت قرب مهدكِ أَسهرُ
لعلي لم أنصفكِ يوماً ولم أكن
كما تقتضي مني الأمومة أَصبرُ
فصحتُ وأَرسلتُ الدموع تضجرا
ومن تك أماً هل تملُّ وتضجرُ
لعلِّي لم أقدر على شرح كلّ ما
يكنُّ فؤادي من حنوٍّ ويضمرُ
أَلم تك تصبيني الحياة وزهوها
وكتبٌ وأَسفارٌ وروضٌ ومزهرُ
فقد كنت أهوى الفنّ في كلِّ حالةٍ
يسرُّ ويبكي أو يغني ويُبهرُ
أَما تلك أَوقاتٌ سلبتكِ حبها
لانفاقها في غيرِ ما هو أجدرُ
أبنتي لا واللَه ما هام واحدُ
هيامي ولم تنقل كحبي أسطرُ
حببتك حباً لو أردتِ تصوُّراً
لبعضٍ له أعيى عليك التصوُّرُ
منحتك قلبي كله بسرورِهِ
وأَحزانِهِ لم أَقتصد أو أُقصِّرُ
فان تذكريني بعد موتي فصورتي
تلبي كما شاءَ الوفا وتعبرُ
عليها من الحب المقدس آيةٌ
إِذا ذُكرت للناس صلُّوا وكبَّروا","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 17</p>",الياس فياض,لبنان,قصائد فراق,عموديه,بحر الطويل
