Poem,Number of Versus,Poet,Century,Label,Type,Metre
تسترت عن دهري بستر همومهمحيرة في قدر من جل عن قدريفلا الدهر يدري أنني عنه غائبولا أنا أدري بالخطوب إذا تجريإذا كان كلي واقفاً بوفائهفلست أبالي ما حييت يد الدهر,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",أبو الحسين النوري,العصر العباسي,قصائد حزينه,عموديه,قافية الياء (ي)
قالوا غدا العيد ماذا أنت لابسهفقلت خلعة ساق عبده جرعافقر وصبر هما ثوباتي تحتهماقلب يرى ربه الأعياد والجمعاأحرى الملابس أن تلقى الحبيب بهايوم التزاور في الثوب الذي خلعاالدهر لي مأتم إن غبت يا أمليوالعيد ما دمت لي مرأى ومستمعا,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 4</p>",أبو الحسين النوري,العصر العباسي,قصائد حزينه,عموديه,قافية الألف (ا)
جوع وعري وحفاوماء وجه قد عفاوليس للأنفس إنتخبر عما قد خفاقد كنت أبكي طرباًفصرت أبكي أسفا,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 3</p>",أبو الحسين النوري,العصر العباسي,قصائد حزينه,عموديه,قافية الألف (ا)
أنعى إليك إشارات القلوب معاًلم يبق منهن إلا دارس العلمأنعى إليك قلوباً طالما هطلتسحائب الجود منها أبحر الحكمأنعى إليك نفوساً طاح شاهدهافيما ورا الحيث بل في شاهد القدمأنعى إليك لسان الحق مذ زمنأودى وتذكاره في الوهم كالعدمأنعى إليك بياناً تستكين لهأسماع كل فصيح مقول فهمأنعى وحقك أخلاقاً لطائفةكانت مطاياهم من مكمن الكظممضى الجميع فلا عين ولا أثرمضي عادٍ وفقدان الألى إرم,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 7</p>",أبو الحسين النوري,العصر العباسي,قصائد حزينه,عموديه,قافية الميم (م)
رب ورقاء هتوف في الضحىذات شجو صدحت في فننذكرت إلفاً ودهراً صالحاًفبكت حزناً وهاجت حزنيفبكائي ربما أرقهاوبكاها ربما أرقنيولقد تشكو فما أفهمهاولقد أشكو فما تفهمنيغير أني بالجوى أعرفهاوهي أيضا بالجوى تعرفنيأتراها بالبكا مولعةأم سقاها البين ما جرعني,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 6</p>",أبو الحسين النوري,العصر العباسي,قصائد حزينه,عموديه,قافية الياء (ي)
لم يبقَ عنديَ ما يبتزّهُ الألمُحسبي من الموحشاتِ الهمُّ والهرمُلم يبقَ عندي كفاءَ الحادثاتِ أسىولا كفاءَ جراحاتٍ تضجُّ دمُوحينَ تطغَى على الحرَّان جمرتُهُفالصمتُ أفضلُ ما يُطوَى عليهِ فمُوصابرينَ على البلوى يراودهُمْفي أن تضمَّهُمُ أوطانُهم حلمُتذكَّروا عهدَ بلفورٍ فقلتُ لهمْما تستجِدُّونَهُ عهدِي بهِ القِدَمُمِن قَبلِ سِتِّينَ من خَزيانِ مَولِدِهِأقمتُ مأتمَ أرضٍ قُدسُها حَرَمُلا يَغضَبَنْ سادةٌ تُخشى معرَّتُهُمبل المعرَّةُ في أنْ يَغضَبَ الخَدَمُفلستُ أخلِطُ ما يَجنيهِ مِنْ تُهَمٍشعبٌ برئٌ وما يَأتيهِ مُتَّهَمُوإنَّما أنا من أوجاعِ مجتمعٍ ٍجرحٌ، ومن جَذوَاتٍ عِندَهُ ضَرَمُكم تَنقُضُونَ بأعذارٍ مُثَرثَرَةٍما تُبرِمونَ، ولا يعنيكمُ البَرَمُشأنَ الذليلِ وقد دِيست كرامَتُهُوقلَّما عِندَهُ أن يَكثُرَ الكَلِمُدمشقُ يا أمَّةً حَطَّتْ بها أُممُمِنها إذا نُكَّسَتْ أعلامُها عَلَمُكأنَّما هيَ عنْ أوزارِ جِيرَتِهاكفَّارَةٌ، وعنِ الساعِي بِها نَدَمُيا هِمَّةً باسمِها تُسْتَنهِضُ الهِمَمُيا قِمَّةً تتهاوَى عِندَها القِمَمُدمشقُ، إنَّ وجوهَ الغدرِ سافِرَةًأَخَفُّ مِنها شُروراً وهيَ تَلتَثِمُإنَّ النفاقَ حفيرٌ لا تلُوحُ بهِخُطَى المنافقِ إلَّا يومَ يَرتَطِمُتَأَلَّبَ الشرُّ مسعوراً بهِ نَهَمٌإلى العضاضِ، وإن أودَى بهِ النَّهَمُودَوَّخَ الصمتُ مِهذاراً يُدَاخُ بهِودبَّ في السمعِ مِن سَمَّاعةٍ صَمَمُوارتدَّ عنكِ وأحلافٌ لهُ خَدَمٌمُغْبَرَّ وجهٍ على خَيشُومِهِ رَغَمُوكم تَلَوَّحَ وجهٌ مِثلَهُ قذرٌولَّى بأنظفِ كفٍّ منكِ يُلتَطَمُوأنتَ يا أسَدَ الغابِ الَّذي حلَفَتْبهِ الرجولةُ أنْ تَستَأسِدَ الأُزَمُيا أيُّها الجبلُ الرَّاسَي بهِ أَنَفٌمنَ الرّضوخِ ومِن أن يَنحنِي شَمَمُثَبِّتْ لها قَدَمَاً تَرهبكَ مَذْئَبَةٌما إِن تُوَطَّى لها في غَابةٍ قَدَمُيا حافظَ العهدِ أعطَاهُ مَواثِقَهُما عاشَ أنَّ عُراهُ ليسَ تَنفَصِمُأَعطتكَ مَوثِقهَا الدنيا وأُسرَتُهاأنَّ المُفاداةَ جيشٌ ليسَ يَنهزِمُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 25</p>",محمد مهدي الجواهري,العراق,قصائد حزينه,عموديه,قافية الميم (م)
"وذاتَ غداةٍ وقد أوجفتْبنا شهوةُ الجائعِ الحائرِدَلَفنا ل "" حانوتِ "" سمَّاكةٍنُزَوَدُ بالسمكِ "" الكابري ""فلاحتْ لنا حلوةُ المُجتلىتَلَفَّتُ كالرشأ النافرتَشُدُّ الحِزامَ على بانةٍوتفْتَرُّ عن قمرٍ زاهرمن "" الجيك "" حسبُكَ من فتنةٍتضيقُ بها رُقيةُ الساحرفقلنا: علينا جُعِلنا فداكِبما اخترتِ من صيدِكِ النادرفجاءت بممكورةٍ بضةٍلعوبٍ كذي خبرةٍ ماكرتُنفِّضُ بالذيلِ عِطرَ الصِباوترمقُ بالنظرِ الخازرتكادُ تقولُ: أمثلي تموتُ ..؟لُعِنتَ ابنَ آدمَ من جائرأما في الصِبا ليَ من شافعٍ ..؟أما لابنةِ "" الجيك "" من زاجر ؟أما ليَ من عودةٍ تُرتجىلمسبحِ أترابيَ الزاخر ؟ألا رجعةٌ لحبيبٍ جَوٍحزينٍ على غيبتي ساهر ..؟وَدَبَّ القنوطُ على وجهِهاوسالَ على فمِها الفاغروأهْوَتْ عليها بساطورِهافيالكِ من جُوءدرٍ جازروثنَّتْ.. فشبَّتْ عروسُ البحارِوَقرَّتْ على الجانبِ الآخرفقلنا لها: يا ابنة الأجملينَمن كلِ بادٍ ومن حاضرويا خيرَ من لقَّنَ الملحدينَدليلاً على قُدرةِ القادرجمالُكِ، والرقةُ المزدهاةُخصمانِ للذابحِ الناحر !!وكفُّكِ صيغَتْ للثمِ الشفاهِوليست لهذا الدمِ الخائرفقالت: أجلْ أنا ما تنظرانِوإن شقَّ ذاك على الناظرتعلَّمتُ من جفوةِ الهاجر !!!ومن قسوةِ الرجل الغادر !!!","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 21</p>",محمد مهدي الجواهري,العراق,قصائد حزينه,عموديه,قافية الراء (ر)
لقد أسرى بيَ الأجلُوطولُ مسيرةٍ مَللُوطولُ مسيرةٍ من دونِغايٍ مطمعٌ خَجِلُعلى أن يَطْوي غدٌطُولَ السُرى وجلُتماهلَ خطوهُ صدداًوعُقبى مهلِهِ عجَلُوخُولِط سيرهُ جنفاًكما يتقاصرُ الحَجلُأشاع اليأسَ بي عُمُرٌوكنتُ وكلُهُ أملُوعُمرُ المرءِ فضلُ منىًبها ما شَقَّ يُحَتَملُفان ولّت فلا ثقةٌولا حَوْلٌ ولا قِبَلُأقول وربما قولٍيُدَلُّ بهِ ويُبتَهَلُالا هل تُرجِعُ الأحلامُما كُحْلِت به المُقلُوهل ينجابُ عن عَينيَّلليلٌ مُطبقٌ أزلُكأن نجوَمه الأحجارُفي الشطرنج تنتَقَلُيُسَاقِطُ بعضُها بعضاًفما تنفكُ تقتتِلُألا هل قاطعٌ يصلُلما عيَّت به الرُسُلُويا أحبابيَ الأغنينَمن قطعوا ومَن وصَلواومن هُمُ نُخبةُ اللذَّاتِعِندي حِينَ تُنتَخَلُهُمُ إذ كلُ من صافيتمدخولٌ ومُنتَحَلُسلامٌ كلُهُ قُبَلُكأن صَمِيمَها شُعَلُوشوقٌ من غريب الدارِأعيَتْ دونهُ السُبُلُمقيمٌ حيثُ يَضْطربُ المنىوالسعيُ والفشلُوحيثُ يُعاركُ البلوىفتلويهِ ويعتدلُوحيثُ جَبينُهُ يَبَسٌوحيثُ جَنانُه خَضِلُوإذْ نَضّبَتْ أفاويقُ الصِّبافهِباتُها وشَلُسلامٌ من أخي دَنَفٍتَناهتْ عندهُ العِللُوحيدٍ غيرَ ما شَجَنٍبلوحِ الصدرِ يعتملُوذكرى مُرّةٍ حَلِيتبها أيامُنا الأُوْلُتُعاودُه كفيءِ الظلِّرؤياها وتنتقلُوحيدٍ بالذي غنّىوساقى يُضربُ المثلُوفيما قال من حَسَنٍوَسْيءٍ يَكثُرُ الجْدَلُسلاماً أيُّها الذاوونَإنّي مُزمعٌ عجلُسلاماً أيُّها الخالونَإنَّ هواكُمُ شُغلُسلاماً أيُّها الندمانُإني شاربٌ ثَمِلُسلاماً أيُّها الأحبابُإنَّ مَحبةً أملُسلاماً كُلُهُ قبلُكأنَّ صَمِيمَها شُعَلُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 34</p>",محمد مهدي الجواهري,العراق,قصائد حزينه,عموديه,قافية اللام (ل)
تَولَّى المَوْصِلِيّ فقد تَوَلَّتْبَشَاشاتُ المَزَاهِر والقيَانِوأيُّ مَلاَحَةٍ بقيَتْ فَتَبْقىحياةُ المَوْصِلي على الزَّمانِسَتْبكيهِ المَزَاهِرُ والمَلاَهيوُيُسْعدُهُنَّ عاتقةُ الدَّنانوَتبكِيهِ الغَوّيةُ إذ تَوَلَّىولا تبكيهِ تاليةُ القُران,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 4</p>",أبو الأسد الحماني,العصر العباسي,قصائد حزينه,عموديه,بحر الوافر
"لماذا لي الجوع و القصف لك ؟ يناشدني الجوع أن أسألك و أغرس حقلي فتجنيه أنـ ت ؛ و تسكر من عرقي منجلك لماذا ؟ و في قبضتيك الكنوز ؛ تمدّ إلى لقمتي أنملك و تقتات جوعي و تدعى النزيه ؛ و هل أصبح اللّصّ يوما ملك ؟ لماذا تسود على شقوتي ؟ أجب عن سؤالي و إن أخجلك و لو لم تجب فسكوت الجوا ب ضجيج ... يردّد ما أنذلك ! لماذا تدوس حشاي الجريح ؛ و فيه الحنان الذي دلّلك و دمعي ؛ و دمعي سقاك الرحيق أتذكر "" يا نذل "" كم أثملك ! فما كان أجهلني بالمصير و أنت لك الويل ما أجهلك ! غدا سوف تعرفني من أنا و يسلبك النبل من نبّلك ففي أضلعي . في دمي غضّبة إذا عصفت أطفأت مشعلك غدا سوف تلعنك الذكريات و يلعن ماضيك مستقبلك و يرتدّ آخرك المستكين بآثامه يزدري أوّلك و يستفسر الإثم : أين الأثيم ؟ و كيف انتهى ؟ أيّ درب سلك ؟ غدا لا تقل تبت : لا تعتذر تحسّر هنا مأملك و لا : لا تقل : أين منّي غد ؟ فلا لم تسمّر يداك الفلك غدا لن أصفّق لركب الظلام سأهتف : يا فجر : ما أجملك !","<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 17</p>",عبدالله البردوني,اليمن,قصائد حزينه,عموديه,قافية الكاف (ك)
كرجوع السنى لعيني كفيف بغتة كاخضرار نعش جفيف وكما مدّت الحياة يديها لغريق ، على المنيّة موفي وكما ينثني إلى خفق شيخ عنفوان الصّبا الطليق الخفيف رجعت فجأة رجوع وحيد بد شك إلى أبيه اللهيف كابدت دربها الى العودة الجذلى وأدمت شوط الصراع الشريف حدّقت من ترى ومن ذا تنادي ؟ أين تمضي : إلى الفراغ المخيف؟ وأرتها خوالج الذعر وجها بربريّا ، كباب سجن كثيف وجذوعا ، لها وجوه ، وأذقان وإطراقة الحمار العليف فتنادت فيها الظنون وأصغت لحفيف الصّدى ووهم الحفيف وكما يرتمي على قلق السّمع هدوء بعد الضجيج العنيف سرّحت لمحة ، فطالعها شيء كأيماءة السراج الضعيف كان بعطي حياته للحيارى وعلى وجهه اعتذار الأسيف فأحسّت هناك حيّا مهيضا يتلوّى تحت الشتاء الشفيف قرى ، بعن عمرهن على أدنى الخصومات والهراء السخيف واشرأبت ثقوبهن الى الريح يسائلن : عن شميم الرغيف فدنت تنظر الحياة عليهنّ بقايا من الغثاء الطفيف والدوالي هناك أشلاء قتلى جمدت حولها ، بقايا النزيف وتجلّت أما تجعّد فيها عرق الصيف وارتعاش الخريف سألتها عن اسمها فتبدّى من أخاديدها حنان الأليف واستدارت تقص : إن أباها من (زبيد) وامهّا من (ثقيف) فأعادت لها الربيع فماست في شبابين تالد وطريف نزلت ضيفة الحنان فكانت لديار الضياع ، أسخى مضيف نزلت في مواكب من شروق وحشود من اخضرار الرّفيف في إطار من انتظار العصافير ومن لهفة الصباح الكفيف وتهادت على الرّبى فتلظّى في عروق الثلوج ،دفء الصيف وأجادت من الفراغ وجودها وجبالها ، من الشموخ المنيف رجعت فانثنى اصفرار التوابيت الى خضرة الشباب الوريف,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 27</p>",عبدالله البردوني,اليمن,قصائد حزينه,عموديه,قافية الفاء (ف)
وَلَقَد مُتّ غَيرَ أَنِّيَ حَيُّ يَومَ بانَت بِوُدِّها خَنساءُ مِن بَني عامِرٍ شِقُّ نَفسي قِسمَةً مِثلَما يُشَقُّ الرِداءُ أَشرَبَت لَونَ صُفرَة في بَياضٍ وَهيَ في ذاكَ لَدنَةٌ غَيداءُ كُلُّ عَينٍ مِمَّن يَراها مِنَ النا سِ إِلَيها مُديمَةٌ حَولاءُ فَاِنتَهوا إِنَّ لِلشَدائِد أَهلاً وَذَروا ما تُزَيِّنُ الأَهواءُ لَيتَ شَعري وَأَينَ مِنّي لَيتٌ إِن لَيتاً وَإِن لَوّاً عَناءُ أَيُّ ساعٍ سَعى لِيَقطَعَ شِربي حينَ لاحَت لِلصابِحِ الجَوزاءُ وَاِستَظَلَّ العُصفورُ كُرهاً مِعَ الضَب ب وَأَوفى في عودِهِ الحِرباءُ وَنَفى الجُندُبُ الحَصى بِكُراعَي ه وأذكَت نيرانَها المَعزاءُ مِن سُمومٍ كَأَنَّها حَرُّ نارٍ سَعَفتَها ظَهيرَةٌ غَرّاءُ وَإِذا أَهلُ بَلدَةٍ أَنكَروني عَرَفَتني الدَوُيَّةُ المَلساءُ عَرَفَت ناقَتي الشَمائِلَ مِنّي فَهيَ إِلّا بُغامها خَرساءُ عَرَفَت لَيلَها الطَويلَ وَلَيلى إِنَّ ذا اللَيلَ لِلعُيونِ غِطاءُ,"<p class=""d-inline-block px-2 mt-0 mb-1 poem-control main-color"">عدد الابيات : 13</p>",أبو زبيد الطائي,العصر الاموي,قصائد حزينه,عموديه,بحر الخفيف
